,Fabricante,Modelo,Versao,Valor,Cidade,Ano,Combustível,Placa final,KM,Câmbio,Cor,Carroceria,Airbag motorista,Ar-condicionado,Direção hidráulica,Vidros elétricos dianteiros,Travas elétricas,Retrovisores elétricos,Alarme,Freios abs,Airbag duplo frontal,Limpador traseiro,Desembaçador traseiro,Câmbio automático,Computador de bordo,Vidros elétricos traseiros,Sensor de estacionamento dianteiro,Farol de neblina,Baixa quilometragem,Único dono,Ipva pago,Motorização,Potência (cv),Torque (kgf.m),Velocidade máxima (km/h),Tempo 0-100 (s),Consumo cidade (km/l),Consumo estrada (km/l),Tração,Direção,Suspensão dianteira,Suspensão traseira,Freios dianteiros,Freios traseiros,Altura (mm),Largura (mm),Comprimento (mm),Peso (kg),Tanque (L),Entre-eixos (mm),Porta-Malas (L),Ocupantes,Airbags laterais,Distribuição eletrônica de frenagem (ebd),Direção elétrica,Trio elétrico,Volante com regulagem de altura,Volante multifuncional,Central multimídia,Entradas usb,Rádio,Piloto automático adaptativo (acc),Rodas de liga leve,Sensor de farol,Airbags de cortina,Brake light,Cintos três-pontos para todos os ocupantes,Controle de tração,Controle eletrônico de estabilidade (esc),Frenagem autônoma de emergência (aeb),Sensor de estacionamento traseiro,Acendimento automático dos faróis,Ar quente,Banco traseiro bipartido,Banco traseiro rebatível,Chave presencial,Encostos de cabeça no banco traseiro,Luz de cortesia no porta-luvas,Luz de cortesia no porta-malas,Regulagem de altura do facho dos faróis,Saídas de ar-condicionado na segunda fileira,Volante com regulagem de altura e profundidade,Bluetooth,Banco do motorista com regulagem de altura,Bancos de couro,Ajuste elétrico dos retrovisores,Assistente de subida em rampa,Carregador de celular por indução,Câmera de ré,Espelhamento de celular,Fixação para cadeirinhas infantis (isofix),Luz de condução diurna (drl),Start-stop,Retrovisores com rebatimento elétrico,Tração 4x4,Adaptado para pcd,Kit visibilidade,Aceita troca,Cd player,Airbag central,Nenhuma batida,Parece novo,Pneus novos,Veículo de não fumante,Revisões realizadas,Pronta entrega,Laudo cautelar aprovado,Licenciado esse ano,Possui vistoria,Retrovisor interno eletrocrômico,Ar-condicionado digital,Faróis de led,Limitador de velocidade,Gps,Sensor de chuva,Teto solar,Cd player com mp3,Saldão,Possui multas,Porta-copos,Aerofólio,Garantia de fábrica,Protetor de caçamba,Capota marítima,Wi-fi,Volante com acabamento em couro,Alerta de cinto para condutor,Alerta de cinto para passageiro da primeira fila,Ar-condicionado digital de 2 zonas,7 lugares,Garantia de 1 ano,Assistente de descida,Para-choque na cor do veículo,Cluster digital,Computador de bordo digital,Chave canivete,Descanso de braço na primeira fileira,Tração dianteira,Vidros elétricos traseiros one touch,Vidros elétricos dianteiros one touch,Pneus de uso misto,Encomenda,Vidros elétricos dianteiros antiesmagamento,Vidros elétricos traseiros antiesmagamento,Airbag de joelho,Airbag de capô,Android auto sem fio,Apple carplay,Apple carplay sem fio,Câmera 360º,Seta no retrovisor,Sistema de conectividade,Rodas de aço com calotas,Android auto,Teto panorâmico,Kit multimídia com tv,Banco do motorista com aquecimento,Toca fitas,Mylink
129,Fiat,Argo,Trekking 1.3 (Flex),R$ 69.900,Salvador - BA,2021/2021,Flex,5,64.000,,Preto,Hatch,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,,,,1.3,109 (E) / 101 (G),14.174055 (E) / 13.664197 (G),184 (E) / 180 (G),10.8 (E),8.7 (E) / 12.6 (G),10 (E) / 14.7 (G),Dianteira,Elétrica,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal",Suspensão tipo eixo de torção e molas helicoidal,Dois freios à disco com dois discos ventilados,Tambor ,1513,1724,3998,1140,48,2521,300,5,,Sim,Sim,,Sim,,Sim,,Sim,,,,,,,Sim,Sim,,Sim,,Sim,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,Sim,Sim,,
130,Chevrolet,Prisma,1.4 LTZ SPE/4,R$ 63.900,Lauro de Freitas - BA,2016/2017,Flex,4,52.500,,Preto,Sedan,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,,,,1.4,106 (E) / 98 (G),13.9 (E) / 13 (G),180 (E),10.1 (E),7.9 (E) / 11.5 (G),13.6 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1478,1705,4282,1054,54,2528,500,5,Sim,Sim,Sim,,Sim,,Sim,Sim,Sim,,Sim,,,,,,,,Sim,,,,,,,,,,,,,,Sim,Sim,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Fiat,Idea,Adventure 1.8 (Flex),R$ 27.900,Lauro de Freitas - BA,2008/2008,Flex,7,175.000,Manual,Cinza,Monovolume,,Sim,Sim,Sim,Sim,Sim,,,Sim,Sim,Sim,,Sim,Sim,,Sim,,,,1.8,114 (E) / 112 (G),18.456863 (E) / 17.845034 (G),171 (E) / 170 (G),12.2 (E) / 10.9 (G),N/C,N/C,dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção e traseira com barra estabilizadora, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1814,1713,4142,1305,48,2511,380,5,,,,,Sim,,,,Sim,,Sim,,,,,,,,,,,,,,,,,,,,,Sim,,Sim,,,,,,,,,,,Sim,,Sim,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,
132,Renault,Clio,Expression 1.0 16V (Flex),R$ 32.900,Lauro de Freitas - BA,2014/2015,Flex,8,115.660,Manual,Vermelho,Hatch,Sim,Sim,Sim,Sim,Sim,,,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,,,,,1.0,80 (E) / 77 (G),10.401105 (E) / 10.299133 (G),168 (E) / 167 (G),13.7 (E),9.5 (E) / 14.3 (G),15.8 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1417,1640,3811,913,50,2472,255,5,Sim,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,Sim,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Chevrolet,Onix,1.4 LT SPE/4,R$ 66.900,Lauro de Freitas - BA,2018/2018,Flex,9,63.000,,Vermelho,Hatch,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,,,,,1.4,106 (E) / 98 (G),13.9 (E) / 13 (G),N/C,- (E),8.6 (E) / 12.5 (G),14.9 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1476,1705,3933,1034,54,2528,280,5,Sim,,Sim,,Sim,Sim,,Sim,Sim,,,,,,,,,,Sim,,Sim,,Sim,,,Sim,,,,,Sim,Sim,,Sim,,,,Sim,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Land Rover,Discovery Sport,2.0 Si4 HSE 4WD,R$ 137.900,Lauro de Freitas - BA,2015/2015,Gasolina,5,93.800,Automática,Branco,SUV,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,2.0,240 (G),34.7 (G),199 (G),8.2 (G),N/C,N/C,4x4,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo multibraço e traseira com barra estabilizadora, roda tipo independente e molas helicoidal.",Quatro freios à disco com quatro discos ventilados.,,1724,1894,4599,1863,70,2741,194,7,Sim,Sim,Sim,,Sim,,,Sim,Sim,Sim,Sim,Sim,,,,Sim,,,Sim,,Sim,,,,,,,,,,,Sim,Sim,Sim,,,,,,,,,Sim,Sim,Sim,,,,,,,,,,,,,,,,,,Sim,Sim,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Toyota,Hilux Cabine Dupla,Hilux SRV 4x4 3.0 (cab. dupla),R$ 134.900,Lauro de Freitas - BA,2011/2012,,7,117.800,,Preto,Picapes,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,,,,,,N/C,N/C,N/C,- (E),N/C,N/C,,,,,,,,,0,,,,,,Sim,,Sim,,,,,,,,Sim,,,,,,,,Sim,,Sim,,,,,,,,,,,Sim,Sim,Sim,,,,,,,,,Sim,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Chevrolet,Prisma,Joy 1.0 (Flex),R$ 44.900,Lauro de Freitas - BA,2017/2018,,6,92.130,,Prata,Sedan,Sim,Sim,,Sim,Sim,,,Sim,Sim,Sim,Sim,,,Sim,,,,,,,N/C,N/C,N/C,- (E),N/C,N/C,,,,,,,,,0,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Fiat,Toro,Freedom 1.8 AT6 4x2 (Flex),R$ 99.900,Lauro de Freitas - BA,2019/2020,Flex,0,50.900,,Branco,Picapes,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,,1.8,139 (E) / 135 (G),19.3 (E) / 18.8 (G),175 (E) / 172 (G),12.2 (E),6.5 (E) / 9.6 (G),11.2 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo multibraço e traseira com barra estabilizadora, roda tipo independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1735,1844,4915,1619,60,2990,,5,Sim,Sim,Sim,,Sim,,Sim,Sim,Sim,Sim,Sim,,,,,,,,Sim,,Sim,,,,,,,,,,,Sim,,Sim,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Hyundai,HB20S,1.6 Comfort Plus (Aut) (Flex),R$ 49.900,Lauro de Freitas - BA,2015/2015,Flex,9,122.400,,Branco,Sedan,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,,1.6,128 (E) / 122 (G),16.5 (E) / 16 (G),177 (E) / 174 (G),11 (E),7.9 (E) / 11.5 (G),12.9 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1470,1680,4230,1084,50,2500,450,5,Sim,Sim,Sim,,,,,Sim,Sim,,Sim,,,,,,,,Sim,,Sim,,,,,,,,,,,Sim,Sim,Sim,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,CAOA Chery,Tiggo 7,1.5T  T Turbo Flex (Aut),R$ 99.900,Lauro de Freitas - BA,2019/2020,Flex,9,49.000,Automática,Cinza,SUV,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,1.5,150 (E) / 147 (G),21.41404 (E) / 21.312069 (G),N/C,- (E),6.6 (E) / 9.7 (G),7.6 (E) / 10.9 (G),dianteira,,,,Quatro freios à disco com dois discos ventilados,,1670,1837,4505,1440,57,2670,414,5,Sim,Sim,Sim,,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,,,,,,,Sim,,Sim,,,,,,,,,,,Sim,Sim,Sim,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,Sim,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Fiat,Siena,Attractive 1.4 8V (Flex),R$ 37.900,Lauro de Freitas - BA,2014/2015,,5,175.700,,Preto,Sedan,Sim,Sim,,Sim,Sim,,,Sim,Sim,Sim,Sim,,,Sim,Sim,,,,,,N/C,N/C,N/C,- (E),N/C,N/C,,,,,,,,,0,,,,,,Sim,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,Sim,Sim,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Chevrolet,Cobalt,LT 1.8 8V (Flex),R$ 36.900,Lauro de Freitas - BA,2013/2013,Flex,8,286.000,Manual,Branco,Sedan,Sim,Sim,,Sim,Sim,,,Sim,Sim,Sim,Sim,,,Sim,,,,,,1.8,108 (E) / 106 (G),17.02926 (E) / 16.41743 (G),170 (E),10.5 (E),7.1 (E),9.7 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo braços triangulares, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1514,1735,4479,1112,54,2620,563,5,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Renault,Clio,Expression 1.0 16V (Flex),R$ 34.900,Lauro de Freitas - BA,2015/2016,Flex,4,131.800,Manual,Vermelho,Hatch,Sim,Sim,Sim,Sim,Sim,,,Sim,Sim,Sim,Sim,,Sim,Sim,,,,,,1.0,80 (E) / 77 (G),10.4 (E) / 10.3 (G),168 (E) / 167 (G),13.7 (E),9.5 (E) / 14.3 (G),15.8 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1417,1640,3811,913,50,2472,255,5,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Mercedes-Benz,GLA 200,GLA 200 1.6 Advance,R$ 103.900,Salvador - BA,2015/2015,Gasolina,2,80.000,Automática,Prata,SUV,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,1.6,156 (G),25.5 (G),215 (G),8.8 (G),N/C,N/C,dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo multibraço e traseira com barra estabilizadora, roda tipo independente e molas helicoidal.",Quatro freios à disco com dois discos ventilados.,,1494,2022,4417,1435,56,2699,421,5,Sim,Sim,,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,,,,Sim,,,Sim,,Sim,,,,,,,,,,,Sim,Sim,Sim,,,Sim,,,,,,,,Sim,,Sim,,,,,,,,,,,,,,,Sim,,,Sim,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,Sim
144,Renault,Kwid,Zen 1.0 12v SCe (Flex),R$ 53.900,Salvador - BA,2021/2022,Flex,5,16.000,,Preto,Hatch,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,,,,,,1.0,70 (E) / 66 (G),9.8 (E) / 9.4 (G),156 (E) / 152 (G),14.7 (E),10.3 (E) / 14.9 (G),10.8 (E) / 15.6 (G),Dianteira,Elétrica,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Discos ventilados,Tambor ,1474,1579,3680,779,38,2423,290,5,Sim,Sim,Sim,,Sim,,,Sim,Sim,,,,,Sim,,,,,,,Sim,,,,,,,,,,Sim,Sim,,Sim,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,
145,Honda,Fit,CX 1.4 16v (Flex) (Aut),R$ 48.900,Salvador - BA,2014/2014,Flex,2,52.000,Automática,Prata,Monovolume,,Sim,Sim,,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,Sim,1.3,101 (E) / 100 (G),13.0 (E) / 13 (G),177 (E),13 (E),8.1 (E),9.2 (E),dianteira,,,"Suspensão tipo eixo de torção e traseira com barra estabilizadora, roda tipo independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1535,1695,3900,1096,,2500,384,5,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,Sim,Sim,Sim,Sim,,Sim,Sim,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Citroën,C3,Tendance Style Edition 1.6 VTI 120 (Flex) (Aut),R$ 50.900,Salvador - BA,2017/2017,Flex,5,67,Automática,Branco,Hatch,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,1.6,122 (E) / 115 (G),16.4 (E) / 15.5 (G),199 (E) / 196 (G),11.4 (E),7.9 (E) / 11 (G),12.6 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1521,1708,3944,1182,55,2460,300,5,,Sim,Sim,,Sim,,,Sim,Sim,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,Sim,Sim,Sim,Sim,,Sim,Sim,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Ford,EcoSport,Ecosport XL 1.6 (Flex),R$ 64.900,Salvador - BA,2016/2017,,9,82.000,,Branco,SUV,Sim,Sim,,Sim,Sim,Sim,,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,,,,,N/C,N/C,N/C,- (E),N/C,N/C,,,,,,,,,0,,,,,,Sim,,,,Sim,Sim,,,Sim,,Sim,,,,,,,,Sim,,Sim,,,,,,,,,,Sim,,,Sim,,,,,,,,,,,Sim,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,Sim,
148,Ford,Ka,1.5 SE (Flex),R$ 50.900,Salvador - BA,2018/2019,,0,68.000,,Prata,Hatch,Sim,Sim,,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,,,,,N/C,N/C,N/C,- (E),N/C,N/C,,,,,,,,,0,,,,,,Sim,,,,,,,Sim,,,,,,,,,,,Sim,,Sim,,,,,,,,,,Sim,,,Sim,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,
149,Renault,Sandero,Authentique 1.0 12V SCe (Flex),R$ 42.900,Salvador - BA,2018/2019,Flex,6,71.797,,Prata,Hatch,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,,Sim,,,,,,,1.0,82 (E) / 79 (G),10.7 (E) / 10.5 (G),163 (E) / 160 (G),13 (E),9.5 (E) / 14.2 (G),14.1 (E),dianteira,,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1536,1733,4060,1011,50,2590,320,5,,Sim,,,Sim,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Jeep,Compass,2.0 Sport 4x2 (Aut) (Flex),R$ 89.900,Salvador - BA,2018/2018,Flex,4,88.838,,Preto,SUV,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,2.0,166 (E) / 159 (G),20.496296 (E) / 19.884466 (G),192 (E) / 188 (G),10.6 (E),5.5 (E) / 8.1 (G),10.5 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo McPherson e traseira com barra estabilizadora, roda tipo independente e molas helicoidal.",Quatro freios à disco com dois discos ventilados.,,1630,1819,4416,1527,60,2636,410,5,,Sim,Sim,,Sim,,Sim,Sim,Sim,Sim,Sim,,,,,,,,,,Sim,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Honda,CR-V,LX 2.0 16V,R$ 50.900,Salvador - BA,2010/2010,Gasolina,7,143.158,Automática,Cinza,SUV,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,,,2.0,150 (G),19.4 (G),N/C,10.2 (G),N/C,N/C,dianteira,,"McPherson, dependência da roda independente","multibraço, dependência da roda independente",Freio: 4 à discos ventilados;ABS;Distribuição eletrônica de frenagem EBD,Freio: 4 à discos ventilados;ABS;Distribuição eletrônica de frenagem EBD,1690,1820,4575,1544,58,2620,628,5,,Sim,,,Sim,,,,Sim,Sim,Sim,,,,,Sim,,,,,Sim,,,,,,,,,,,Sim,Sim,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Jeep,Compass,2.0 Sport 4x2 (Aut) (Flex),R$ 99.900,Salvador - BA,2019/2020,Flex,3,62.255,,Cinza,SUV,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,2.0,166 (E) / 159 (G),20.496296 (E) / 19.884466 (G),189 (E) / 188 (G),10.6 (E),6.1 (E) / 8.8 (G),7.5 (E) / 10.8 (G),dianteira,,,,Quatro freios à disco com dois discos ventilados,,1635,1819,4416,1523,60,2636,410,5,,Sim,Sim,,Sim,,Sim,Sim,Sim,Sim,Sim,,,,,Sim,,,,,Sim,,,,,,,,,,,Sim,Sim,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,Sim,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Chevrolet,Tracker,Premier 1.4 Turbo (Aut) (Flex),R$ 87.900,Salvador - BA,2018/2019,Flex,0,87.159,,Vermelho,SUV,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,1.4,153 (E) / 150 (G),24.473188 (E) / 23.963331 (G),N/C,- (E),7.3 (E) / 10.6 (G),8.2 (E) / 11.7 (G),dianteira,,,,Dois freios à disco com dois discos ventilados,,1678,1776,4258,1413,53,2555,306,5,,Sim,Sim,,Sim,,Sim,Sim,Sim,Sim,Sim,,,,,,,,,,Sim,,,,,,,,,,,,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Volkswagen,T-Cross,1.0 200 TSI Comfortline (Aut) (Flex),R$ 96.900,Salvador - BA,2021/2021,Flex,6,30.256,,Cinza,SUV,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,200 TSI 1.0,128 (E) / 116 (G),20.394323 (E) / 20.394323 (G),184 (E) / 179 (G),10.4 (E) / 10.9 (G),N/C,N/C,dianteira,Elétrica,,,Disco ventilado,,1568,1760,4199,1250,52,2651,420,5,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,Sim,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Volkswagen,Gol,1.0,R$ 29.900,Salvador - BA,2011/2012,,1,123.000,,Preto,Hatch,Sim,Sim,,Sim,Sim,,,Sim,Sim,,,,,Sim,,,,,,,N/C,N/C,N/C,- (E),N/C,N/C,,,,,,,,,0,,,,,,Sim,,,,Sim,,,,,,,,,,,,,,,,Sim,,,,,,,,,,Sim,,,Sim,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Toyota,Hilux Cabine Dupla,Hilux SR 4X2 3.0 (cab dupla),R$ 79.900,Salvador - BA,2012/2012,,4,182.579,,Preto,SUV,Sim,Sim,,Sim,Sim,,,Sim,Sim,,Sim,Sim,,Sim,,,,,,,N/C,N/C,N/C,- (E),N/C,N/C,,,,,,,,,0,,,,,,Sim,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,Sim,Sim,Sim,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Jeep,Renegade,Longitude 1.8 4x2 (Aut) (Flex),R$ 89.900,Salvador - BA,2021/2021,Flex,4,71.446,,Cinza,SUV,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,,,Sim,Sim,,Sim,,Sim,Sim,,Sim,1.8,139 (E) / 135 (G),19.2 (E) / 18.7 (G),182 (E) / 180 (G),11.1 (E),6.9 (E) / 10 (G),8.6 (E) / 12 (G),Dianteira,Hidráulica,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo McPherson e traseira com barra estabilizadora, roda tipo independente e molas helicoidal.",Discos ventilados,Discos sólidos,1696,1798,4232,1465,60,2570,320,5,,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,,Sim,,,Sim,,Sim,,,,,,,,,,Sim,,,,,,Sim,,,,,,,,Sim,Sim,,,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
